Open,High,Low,Close,Adj Close,Volume,Year,Month,Day
274.562895439,277.316128006,271.679625144,274.038600969,260.899635914,2766795.52134,2018,5,1
273.685853488,275.465491793,270.233399731,273.663026717,258.818041067,2820510.96393,2018,5,2
273.887078296,275.639798001,271.017032845,273.761431637,260.850563892,2824974.42285,2018,5,3
273.72119147,276.85623834,270.475658257,273.719030411,259.153523845,2825846.48514,2018,5,4
273.885777792,276.032181227,270.344597045,273.178445397,261.189283935,2822216.97912,2018,5,5
273.811702445,275.4924619,270.152780442,274.844010212,259.333086495,2826469.25831,2018,5,6
274.528318575,276.057452709,269.703624689,274.296144444,258.917983365,2779276.12869,2018,5,7
273.356696869,276.772460576,269.864890692,272.629110078,259.197976656,2823254.52237,2018,5,8
272.592727328,274.417846868,269.280349342,272.155982051,260.557767049,2836164.10537,2018,5,9
271.474381142,273.915789381,267.865541812,270.846233364,258.761705475,2802991.60194,2018,5,10
271.763128465,273.175706398,267.477548728,270.526038056,256.544928794,2802355.79583,2018,5,11
272.02838028,272.941102621,268.919634196,271.14015674,260.421481958,2840139.8019,2018,5,12
272.889297582,274.248776504,269.625472432,272.759606368,258.680439765,2787274.74669,2018,5,13
272.394900744,273.685907216,269.437458726,272.211470402,258.486636918,2772679.08787,2018,5,14
272.255283476,273.969267044,269.933776277,272.288247715,258.168942149,2823957.57283,2018,5,15
272.065014865,274.590507418,268.868488548,270.69320557,258.699698437,2770659.59231,2018,5,16
270.753292139,274.69147496,269.446607535,271.004852345,258.089176937,2812617.33301,2018,5,17
271.877594884,274.165854878,268.003844904,271.234769344,258.986442828,2802356.98087,2018,5,18
273.120413408,273.981729364,269.144571751,270.844378965,258.570086704,2845422.43276,2018,5,19
272.608150348,275.316342374,269.565887737,273.058337861,259.108944778,2820514.00436,2018,5,20
272.441934303,275.630941484,270.923086251,274.411799757,259.797028343,2812616.97217,2018,5,21
272.961722537,276.672886689,270.655695825,272.804816917,259.339871499,2823250.46905,2018,5,22
273.50686975,275.533692197,269.698221968,272.790387383,259.708173128,2782420.03887,2018,5,23
272.548828478,274.446090616,270.530817387,272.176573621,259.652389697,2793958.53146,2018,5,24
271.477743526,274.717031696,268.514218642,272.438405101,259.83967821,2818259.47485,2018,5,25
272.090794624,275.453866398,269.504315736,272.058821933,260.083320716,2823674.99507,2018,5,26
272.800759279,276.643490668,270.580393088,271.874545166,259.804777013,2823958.69091,2018,5,27
272.954860898,275.556624297,269.541650948,272.681769166,260.987595665,2783238.1518,2018,5,28
271.787504045,274.958436402,269.371210044,272.011563011,262.131869997,2836165.55232,2018,5,29
273.029349599,275.970326111,269.973886636,271.911692661,260.422401875,2833113.43083,2018,5,30
