Date,Open,High,Low,Close,Adj Close,Volume
4/4/2013,418.200012,418.200012,402.049988,405.149994,393.355682,2162736
4/5/2013,404.100006,405.299988,398.149994,400.850006,389.180817,1357287
4/8/2013,400.600006,406.799988,392.600006,393.5,382.044769,1898773
4/9/2013,397.899994,402.299988,388.5,390.25,378.889404,1325954
4/10/2013,390.950012,393.149994,383.049988,387.149994,375.879639,2785331
4/11/2013,392,404.149994,388.5,401.200012,389.52063,2565069
4/12/2013,398,403.899994,393.700012,400.549988,388.889557,2765801
4/15/2013,404.200012,408.5,400,401.950012,390.248779,1300962
4/16/2013,404.850006,421.899994,403.5,417.25,405.103394,2561442
4/17/2013,422.700012,423.75,410.25,419.600006,407.384979,1071016
4/18/2013,423,456,417.200012,450.350006,437.239807,5512207
4/22/2013,450.350006,471.899994,450.350006,466.399994,452.82254,4233365
4/23/2013,467.5,467.5,450.600006,461.149994,447.725403,2117529
4/25/2013,461.149994,478.5,460.950012,467.850006,454.230408,3011657
4/26/2013,467.450012,467.450012,453,458.149994,444.812714,2336599
4/29/2013,457.5,484.200012,448.700012,477.700012,463.793671,2814078
4/30/2013,479,480,466.100006,467.75,454.133301,1179396
5/2/2013,467.75,476.700012,465,472.799988,459.036255,1157355
5/3/2013,473.200012,476.399994,457.850006,468.049988,454.4245,1386740
5/6/2013,465.5,476.549988,456.649994,474.5,460.686798,1621140
5/7/2013,476.5,494.649994,473.100006,484.899994,470.783966,2141462
5/8/2013,484.5,495,483.950012,493.200012,478.842377,2039165
5/9/2013,494,495,487.450012,488.899994,474.667572,1567833
5/10/2013,489,509.5,488.899994,505.649994,490.929993,2592210
5/13/2013,507.950012,508.600006,491.399994,493.149994,478.793854,1799085
5/14/2013,493.5,496.950012,487.100006,490.299988,476.026855,765284
5/15/2013,495.200012,516.5,492.100006,514.049988,499.085449,2091125
5/16/2013,511.25,527.299988,509.25,524.549988,509.279785,1940442
5/17/2013,524,524.450012,506.049988,511.100006,496.221313,1790256
5/20/2013,513,519.5,499.5,501.799988,487.192047,1230538
5/21/2013,502.25,507.799988,494,496.299988,481.852112,810945
5/22/2013,498.299988,504.399994,489.350006,494.299988,479.91037,1416886
5/23/2013,492,499.649994,484.850006,491.100006,476.803558,1238524
5/24/2013,498.899994,502,487,498.25,483.745361,706236
5/27/2013,497,531.5,496.950012,529.349976,513.940063,2357861
5/28/2013,530,531.900024,518.049988,523,507.774841,1039356
5/29/2013,521.799988,525,514.299988,516.849976,501.803925,874714
5/30/2013,512.650024,531.700012,512.650024,528.849976,513.45459,1267557
5/31/2013,526.799988,526.799988,512.950012,517.299988,502.240814,588014
6/3/2013,520,525.400024,501.450012,509.899994,495.056244,1412889
6/4/2013,509,519.799988,506.5,509.399994,494.57077,770478
6/5/2013,505.25,519,502.700012,512.25,497.33783,927599
6/6/2013,510,515.450012,504.100006,509.700012,494.862061,1055016
6/7/2013,506.049988,513,505.049988,507.149994,492.386322,708581
