Date,Open,High,Low,Close,Adj Close,Volume
4/4/2013,323.049988,325.5,315,316.350006,314.311554,1079954
4/5/2013,318,320.325012,314.600006,318.375,316.323456,1147292
4/8/2013,315.350006,320,311.600006,315.049988,313.019928,2722834
4/9/2013,316.5,321.825012,307.5,309.375,307.38147,1013592
4/10/2013,309.950012,319.950012,309.024994,319.100006,317.043854,743366
4/11/2013,320,320.450012,310,315.274994,313.243469,1284004
4/12/2013,315,320.924988,315,319.174988,317.118317,567556
4/15/2013,319.174988,324.5,316.625,320.350006,318.285797,600704
4/16/2013,319.350006,329.024994,318.325012,326.600006,324.495483,739434
4/17/2013,328.024994,332.725006,323.600006,329.875,327.74939,1634562
4/18/2013,327.049988,336,327.049988,334.475006,332.319763,953246
4/22/2013,334.475006,340,331.649994,338.25,336.070435,633860
4/23/2013,337.975006,348.075012,335.325012,345.950012,343.720825,678420
4/25/2013,345.950012,357.450012,345.924988,355.25,352.960907,2263954
4/26/2013,355.125,358.25,347.950012,356.375,354.078644,623556
4/29/2013,356.799988,356.799988,350,354.5,352.215729,989964
4/30/2013,353.549988,357.450012,348.375,353.549988,351.27179,1220638
5/2/2013,353.549988,362.450012,350.600006,358.725006,356.413513,2780994
5/3/2013,357.950012,363.899994,353.850006,361.625,359.2948,1602762
5/6/2013,361,361,352.450012,355.799988,353.507324,704878
5/7/2013,356.524994,365.674988,356.5,364.225006,361.878082,1409960
5/8/2013,365,367.399994,360,364.424988,362.076752,882204
5/9/2013,364.649994,365,360.325012,361.674988,359.344482,497792
5/10/2013,360.625,366.725006,358,365.225006,362.871613,863772
5/13/2013,368,368.325012,361.5,362.5,360.164185,685192
5/14/2013,362.899994,366.200012,360.375,364.950012,362.598389,656674
5/15/2013,365,385.024994,363.450012,384.125,381.64978,1567376
5/16/2013,381.5,390.75,380.975006,388.975006,386.468536,1568396
5/17/2013,387,399.5,384.350006,397.174988,394.615723,1143234
5/20/2013,397.25,398.975006,389,390.875,388.356293,1063732
5/21/2013,390.875,391.399994,381.424988,382.549988,380.084991,1072282
5/22/2013,383.049988,386.649994,379.674988,384.049988,381.575317,635168
5/23/2013,381.5,386.075012,376.299988,382.774994,380.308533,909458
5/24/2013,383.549988,392.125,379.700012,390.524994,388.008575,761950
5/27/2013,390.674988,396.950012,384.625,394.725006,392.181519,1233954
5/28/2013,394,396,386.299988,387.700012,385.201782,874200
5/29/2013,387.5,391,382.200012,388.625,386.120819,641940
5/30/2013,389.5,403.674988,386.149994,399.924988,397.348022,1541448
5/31/2013,396.5,398,388.399994,391.475006,388.952484,1371826
6/3/2013,390.625,392.850006,382.600006,385.200012,382.717926,700880
6/4/2013,382.5,388.350006,381.325012,383.649994,381.177856,807838
6/5/2013,381,385.950012,379.350006,384.225006,381.749176,810088
6/6/2013,383.25,388.975006,380,387.350006,384.854065,693794
6/7/2013,387.350006,387.5,381,381.450012,378.992096,806834
6/10/2013,382.75,384.149994,371.674988,376.825012,374.396881,851978
6/11/2013,374,382.450012,373.5,374.700012,372.285583,1832394
6/12/2013,372.625,377.299988,370.325012,373.174988,370.770355,1493410
6/13/2013,369.5,373.950012,369.100006,371.700012,369.304901,606572
6/14/2013,376.450012,380.975006,374,378.350006,375.912018,519688
6/17/2013,378.350006,380.674988,372.649994,378.075012,375.638794,820358
6/18/2013,377.75,385.799988,375.024994,381.399994,378.942383,1582298
6/19/2013,381.424988,384.75,379.325012,383.075012,380.606598,838252
6/20/2013,379.5,380.024994,365.674988,369.299988,366.920319,1194286
6/21/2013,365.5,369,360.149994,364.75,362.399689,1370450
6/24/2013,362.5,362.5,345.049988,346.850006,344.615021,1331004
6/25/2013,348.274994,362.325012,345.825012,359.149994,356.835785,2479146
6/26/2013,359.25,360,341.5,344.125,341.907593,2345366
6/27/2013,346.75,355.024994,346.5,351.049988,348.787903,2337666
6/28/2013,354,363.5,353.75,361.100006,358.773193,3083766
7/1/2013,361.5,367.5,357.600006,361.975006,359.642548,920042
7/2/2013,360.049988,362.274994,356.5,357.875,355.568909,672346
7/3/2013,355.899994,357.524994,347.625,349.424988,347.17337,809052
7/4/2013,351.049988,355.399994,347.25,349.774994,348.21875,818560
7/5/2013,353.875,353.875,349.25,351.325012,349.761871,429990
7/8/2013,348.5,350.475006,341.549988,346.125,344.584991,1059670
7/9/2013,348.049988,359.5,342.825012,357.024994,355.436493,1115624
7/10/2013,359,368.25,358.799988,363.174988,361.559113,1783838
7/11/2013,365,376,365,372.899994,371.240875,1616150
7/12/2013,376.5,380.950012,368.325012,379.049988,377.363464,1183274
7/15/2013,377.899994,381.149994,373,378.725006,377.039978,877426
7/16/2013,365.299988,372.450012,351.350006,356.424988,354.839142,2002660
7/17/2013,357.5,358.600006,350.024994,355.700012,354.117401,2109950
7/18/2013,357.5,362.5,339.350006,355.850006,354.266724,4841500
7/19/2013,355.549988,356.899994,343.100006,345.424988,343.888123,2257952
7/22/2013,342.600006,351.75,340.575012,350.325012,348.766296,1318854
7/23/2013,352.5,366.975006,351.5,365.049988,363.425781,1227576
7/24/2013,358.450012,358.450012,340,344.725006,343.191223,1593116
7/25/2013,344.350006,349.5,340.600006,342.575012,341.050781,1346216
7/26/2013,346.899994,347.5,333.75,339.975006,338.462372,1830618
7/29/2013,338.5,341.424988,328.549988,330.950012,329.477539,2587772
7/30/2013,331.149994,339.450012,323.399994,325.174988,323.72821,1752886
7/31/2013,324,329.850006,311.25,326.174988,324.723724,3809576
8/1/2013,327.600006,337.5,319.399994,333.149994,331.667725,2179628
8/2/2013,331.125,336.149994,322.5,326.75,325.296173,1498506
8/5/2013,326.75,332.899994,320.5,330.450012,328.979767,1044428
8/6/2013,328.350006,328.350006,315,319.075012,317.655365,5545754
8/7/2013,316,322.899994,316,320.450012,319.024231,2008648
8/8/2013,322.5,328.25,319.149994,326.375,324.922852,1280828
8/12/2013,326.375,330.25,323.350006,325.024994,323.578888,5446794
8/13/2013,325,330.899994,319.100006,329.549988,328.08374,1415696
8/14/2013,330,334.674988,326.950012,330.649994,329.178864,2952394
