Open,High,Low,Close,Adj Close,Volume,Year,Month,Day
166.081591276,167.685725423,161.20030823,165.176753477,146.155849478,13692040.7452,2018,5,1
167.013853558,171.360873515,165.289318898,168.288991719,148.310080409,13713840.8651,2018,5,2
167.835809255,169.973308478,167.005821181,169.79132872,150.50350122,13672947.6319,2018,5,3
169.656054082,171.422411562,166.279877377,166.914341862,153.706990395,13673813.1287,2018,5,4
167.148405528,168.026396836,164.153464917,166.491569602,151.184626701,13909948.5188,2018,5,5
167.223515209,171.728424016,164.891154527,167.235827579,149.910142109,13808346.0331,2018,5,6
166.859285802,168.842156914,165.618780553,167.414217467,149.56387259,13516916.7471,2018,5,7
168.263771395,169.367115473,165.970202832,166.718253042,148.601377397,13787746.3222,2018,5,8
168.852024769,168.606768628,165.330533351,167.878237915,147.271784409,13983658.1445,2018,5,9
167.117954909,169.868923206,166.464251033,167.938467448,149.192114368,13717391.7203,2018,5,10
167.748402562,170.943547369,165.738030372,168.364650015,151.182983842,13893313.744,2018,5,11
168.026450298,172.145213837,163.242032287,168.21984256,150.107614342,13638309.0704,2018,5,12
168.261065078,170.001968978,164.632686099,166.875866195,148.624776696,13702308.525,2018,5,13
165.368809126,169.261097392,165.27335358,167.327659051,150.480504891,13808349.1252,2018,5,14
166.232141956,170.680857901,163.357431617,166.806176114,149.725707535,13653708.2536,2018,5,15
165.876558061,170.788460514,166.568242405,167.405762358,150.041719541,13619273.1766,2018,5,16
168.157519139,170.32766261,165.815264866,167.94260963,149.468538097,14234351.9014,2018,5,17
169.179815537,169.885148631,166.289508894,169.06573193,150.799700848,13787752.0367,2018,5,18
166.233443284,171.882685837,166.0254003,167.660576148,150.659237559,13656247.5203,2018,5,19
166.923473401,173.182155687,166.995718651,167.594663119,150.945500828,13582922.5685,2018,5,20
168.598249085,171.696011761,165.130006868,166.380419911,151.289544353,13705538.7976,2018,5,21
166.637254278,169.618790711,165.742425553,168.222589442,148.617556065,13692042.8041,2018,5,22
167.824678878,171.426266336,164.848995106,169.423453037,151.312070577,13742910.373,2018,5,23
167.60737302,169.275204691,166.778803554,168.648752907,151.250773079,13530816.2716,2018,5,24
166.698268313,169.615068399,166.725490405,168.310416856,149.93046266,13582923.2747,2018,5,25
167.967473675,171.40973244,165.771763807,167.280580493,150.54734425,13582922.8237,2018,5,26
167.648758494,169.436266744,162.660043207,169.01303311,149.997293837,13656686.3346,2018,5,27
167.553483999,167.506322563,166.289769404,168.480898093,148.821330765,13653705.991,2018,5,28
166.109588172,169.22219356,166.381006486,167.918354159,148.674150204,13427655.5249,2018,5,29
168.105989057,172.092676364,164.904223308,164.898307832,149.143171413,13717393.464,2018,5,30
