Open,High,Low,Close,Adj Close,Volume,Year,Month,Day
986.889864465,993.953420817,977.180218334,981.950786558,938.32934503,3418137.74729,2018,5,1
980.135311996,999.248281348,978.012377885,982.725478062,944.783349325,3485891.55336,2018,5,2
986.442726259,997.547072308,974.827133134,981.358115372,939.474621912,3458000.24732,2018,5,3
984.390508003,990.612597831,977.324334866,984.862299149,948.545973669,3502479.39084,2018,5,4
983.531139723,995.836985695,974.614134222,983.763413096,939.946519134,3436646.33253,2018,5,5
987.032264557,994.266885879,974.294103097,982.530844435,942.939274026,3472506.29096,2018,5,6
987.111220682,993.206888267,974.236388081,982.525154571,940.299450106,3425600.12302,2018,5,7
983.710387621,995.733851753,972.081941649,983.663474974,945.63889492,3451071.52426,2018,5,8
985.781923998,992.130070594,971.305596537,985.209582186,940.964010546,3405724.70863,2018,5,9
984.408054082,996.570953136,971.545259327,982.048970403,944.797637018,3477387.02387,2018,5,10
980.897730949,994.147325645,969.07328673,982.169848739,938.250906288,3485449.1219,2018,5,11
984.280836496,990.40102216,968.101249314,981.666449025,940.371021876,3472508.692,2018,5,12
983.544554757,991.405781942,971.854112732,984.796644611,943.780342606,3480231.88783,2018,5,13
983.259463732,995.120466846,971.153069009,981.214774624,941.322145456,3488284.74768,2018,5,14
987.30378354,995.236755302,973.254884144,983.950741251,940.495684537,3451076.642,2018,5,15
981.54070523,990.715702847,973.954183741,979.885552738,939.348539848,3430318.50698,2018,5,16
983.660474859,996.072977058,973.256209193,977.687379578,942.126172154,3447843.79729,2018,5,17
983.574594363,990.79430128,974.598086461,980.533558197,934.124459602,3439359.66407,2018,5,18
986.801018592,988.570142374,971.690663169,981.666626728,939.941798188,3485892.34998,2018,5,19
976.813664618,990.224027232,971.862296864,982.20020849,937.356220672,3445617.9738,2018,5,20
982.129083883,994.840767372,973.511106584,983.418466765,934.244290205,3451072.92124,2018,5,21
985.626151717,991.538605319,971.552976874,983.067331411,936.87426392,3436648.96411,2018,5,22
986.324525172,990.305010981,972.568484664,983.291299872,939.304341147,3485447.75034,2018,5,23
983.867676341,995.966841867,971.25029038,981.073700322,942.203419239,3412737.26821,2018,5,24
985.935444199,995.546273994,973.574331664,984.876753707,943.064946154,3434859.46906,2018,5,25
985.033159334,996.909646671,974.96935516,985.176916864,937.387847477,3451075.30374,2018,5,26
984.896659,993.990864523,973.506613458,983.80877464,939.917954254,3439362.09014,2018,5,27
980.991742232,994.567040128,973.595266518,979.458235113,942.890857553,3440702.99112,2018,5,28
982.763719848,995.314819242,973.764444023,983.41697693,936.445944378,3425602.5849,2018,5,29
986.744355513,994.845076735,974.490745808,982.669460195,939.253356403,3440477.49055,2018,5,30
