Open,High,Low,Close,Adj Close,Volume,Year,Month,Day
477.92017649,485.782600812,471.427979075,478.056377742,464.389005291,2047476.63488,2018,5,1
479.422557003,483.939836601,470.777336858,477.355095824,464.973248407,2095098.64041,2018,5,2
475.990093095,483.386068189,471.393146783,475.768166069,462.646859057,2135198.94082,2018,5,3
476.39409159,483.24322502,470.725583589,473.008955694,463.189881794,2040951.43525,2018,5,4
473.730128197,481.476648925,470.387191461,475.224148105,462.401302054,2068006.0438,2018,5,5
478.633867669,482.854845485,469.354084665,476.698729248,463.111575248,2080352.66508,2018,5,6
474.622027214,482.832225676,470.761738061,474.871565369,461.294773527,2068006.2186,2018,5,7
477.876951345,483.428731883,471.395764886,476.663334385,463.864353395,2068006.00429,2018,5,8
474.059432685,480.979147203,469.887266767,475.817570069,465.256698476,2059083.68379,2018,5,9
478.063297884,482.101323747,469.220187767,476.449212384,461.359255709,2093287.80338,2018,5,10
473.655661507,481.282082012,468.599720307,475.966829109,459.412414239,2062501.32565,2018,5,11
477.200988587,481.118765424,469.883963483,476.002330935,461.291336387,2068006.61553,2018,5,12
473.971704752,481.483355656,471.400846656,475.336769198,462.627358347,2108859.54641,2018,5,13
478.267480702,482.565074622,473.610200329,474.526441792,463.632816049,2055424.40474,2018,5,14
476.475754435,481.815201301,468.828081625,476.997204729,463.971207929,2092903.33875,2018,5,15
476.066772439,482.442380375,470.986205628,475.565268973,462.603772163,2114061.84619,2018,5,16
473.76891554,481.761938011,470.000296301,475.230762632,464.513105307,2134726.31499,2018,5,17
479.353371875,482.493489943,470.808993259,475.164230998,459.975005346,2138572.53443,2018,5,18
477.867257538,482.193497374,469.061803787,476.218246547,460.858000461,2092905.10556,2018,5,19
476.693379877,483.579358488,470.154459338,475.80355903,462.48759397,2083368.36245,2018,5,20
474.653506283,483.770171114,470.149267728,475.711464925,461.657450503,2083367.19679,2018,5,21
478.662560087,481.083571086,471.141652423,477.252537296,459.711068692,2124065.76806,2018,5,22
474.394918663,480.935746226,468.180505059,475.484121388,461.724255034,2109819.43185,2018,5,23
476.847944425,480.742674085,469.923559108,475.146558006,462.536921912,2086718.5972,2018,5,24
476.810589537,482.402245757,469.82055028,473.267127614,464.806092747,2089242.02567,2018,5,25
478.244813691,481.226754224,471.20739211,477.194934153,464.478181961,2092905.86726,2018,5,26
476.46372588,482.704480952,469.215434173,474.879623875,462.873479036,2072640.45492,2018,5,27
477.118811156,482.008466197,470.64090628,476.546772378,464.223665847,2107392.99506,2018,5,28
476.512852808,481.142729115,469.495122738,474.208141987,462.934352482,2092906.35486,2018,5,29
474.238732629,480.762370222,471.498509524,476.529506113,462.998126103,2103381.72592,2018,5,30
