Open,High,Low,Close,Adj Close,Volume,Year,Month,Day
686.4953948,694.223434068,671.533696838,680.76157294,683.536136068,1429560.65791,2018,5,1
685.323860316,689.737301673,671.419769277,688.07395665,684.707676847,1384173.50423,2018,5,2
684.833612378,692.280770388,681.228693907,679.323243526,683.616345082,1400608.18622,2018,5,3
683.992570756,697.505832423,677.546461711,689.733704347,684.859824788,1426976.94694,2018,5,4
687.679957365,693.40590002,673.260089316,682.386978988,687.218539232,1424373.3056,2018,5,5
688.923751567,695.78339119,676.748607326,688.896927609,684.219169225,1399468.89987,2018,5,6
687.905624214,693.618733523,675.593142616,689.540218306,681.283229137,1400610.48991,2018,5,7
683.890435023,693.484489432,674.847873344,683.473483544,682.099042449,1417351.75754,2018,5,8
687.792756903,696.616887561,677.617124015,685.793780921,686.500470853,1386003.49359,2018,5,9
681.119239818,694.146990741,678.895444355,681.418242662,684.646714416,1444030.38024,2018,5,10
681.268355769,692.330365874,679.176629978,684.39591285,685.476584973,1426977.65772,2018,5,11
684.239846588,694.276937484,675.305493534,688.176353302,684.179712276,1378927.98147,2018,5,12
684.10780174,695.088677415,678.918194832,684.200827582,684.669339384,1430790.31125,2018,5,13
690.206616061,692.764393732,677.082743758,688.40762931,687.720157964,1437380.73294,2018,5,14
686.27422841,694.241102482,673.755493243,686.536537009,680.21141385,1385479.58165,2018,5,15
681.585811524,691.565905059,676.428189821,685.218128895,680.306035367,1454648.07573,2018,5,16
683.282271242,693.45768776,678.562364486,681.998490528,682.165191231,1429561.86651,2018,5,17
686.402760834,697.444090885,679.699780494,685.634813712,685.437568452,1384173.41773,2018,5,18
684.62138997,693.745275364,676.983914969,684.862582563,684.873397201,1385999.99377,2018,5,19
684.685559359,693.616377123,675.351891596,687.040013408,686.960184443,1434035.93442,2018,5,20
686.013621233,691.937267886,676.339094953,686.599251197,683.733623843,1386554.94606,2018,5,21
682.149549511,692.251707845,678.104639577,685.936679652,683.241760593,1448654.18747,2018,5,22
683.72101579,696.145333615,676.985925174,686.890056786,684.980691197,1434370.91784,2018,5,23
688.576867527,693.219823608,676.01045385,687.184998157,681.168285055,1397694.3706,2018,5,24
688.853089457,692.400576883,677.198071035,682.8245079,686.591060524,1426979.36787,2018,5,25
684.494178545,693.16001122,675.921776469,685.527038821,687.134467811,1441909.28998,2018,5,26
686.220724476,692.26915955,679.238585311,686.976155292,687.438913601,1417353.43774,2018,5,27
688.53640481,693.322456276,677.527831272,687.652753565,681.487131677,1443014.43634,2018,5,28
683.952303257,701.871672463,674.430303051,684.211936488,678.809153162,1438787.59237,2018,5,29
683.557621495,690.768904796,669.398249143,682.692829893,684.039125118,1428408.17482,2018,5,30
