Open,High,Low,Close,Adj Close,Volume,Year,Month,Day
913.664828884,927.44204965,911.093404216,916.55125616,907.761623555,1086459.70893,2018,5,1
917.576529817,936.485265388,907.505153181,920.394389086,910.031921979,1120790.56494,2018,5,2
918.813248961,931.881716139,911.648255097,921.464490418,909.158935518,1100183.43669,2018,5,3
920.303895265,927.929883667,910.944724688,922.939231644,907.773643785,1089052.31924,2018,5,4
918.19007711,935.902400126,905.959363968,920.257997349,910.5312549,1100183.68556,2018,5,5
920.664798945,927.688117831,915.104801434,927.526814288,908.263548914,1120443.78695,2018,5,6
909.980324857,928.503804712,907.98405811,916.989222423,914.911292592,1120173.15952,2018,5,7
916.887159045,934.953270944,908.175869104,919.041795669,910.834714075,1094844.10488,2018,5,8
925.516772498,928.502774088,906.883369673,921.1183546,917.215806304,1077172.35941,2018,5,9
916.904662562,934.385014361,909.567033569,915.394079653,910.185223596,1117625.99892,2018,5,10
914.992680403,932.434441669,908.488330329,914.30332504,911.192507491,1072350.5232,2018,5,11
915.678258404,928.561110582,912.641282481,922.499405633,909.755110597,1086825.32504,2018,5,12
916.177112684,930.139950895,908.833953153,919.033793443,909.048057815,1091935.68267,2018,5,13
921.236323846,935.379164574,908.952559056,915.729747684,907.168813776,1087947.74513,2018,5,14
920.774129126,935.516882479,910.526594137,915.519979581,913.701979675,1089049.58393,2018,5,15
919.421206064,925.611112246,906.30986124,918.494242023,910.663750267,1102219.12942,2018,5,16
919.521685923,928.866227856,913.952535772,918.347174285,907.536474087,1086494.44702,2018,5,17
913.972667214,927.989062569,905.036864654,920.337681288,911.00803712,1091940.44627,2018,5,18
917.386037805,928.976286008,905.40092472,921.257560994,912.247773635,1091061.33142,2018,5,19
918.496305324,926.927993626,907.425370982,921.732794402,911.809817463,1114964.18471,2018,5,20
919.416573055,928.856596579,903.165511693,921.745043424,912.019428444,1088111.47405,2018,5,21
920.217025011,924.237961453,911.023721118,918.387904315,910.978560485,1097672.74161,2018,5,22
918.171750435,937.25266882,907.949122311,919.426731159,911.121872467,1113659.16494,2018,5,23
918.853954436,926.277306619,912.531758539,916.727090716,914.973994016,1100184.57627,2018,5,24
916.988528136,927.004957689,908.667080415,919.855086496,915.580534972,1100186.47303,2018,5,25
915.47755075,932.116236027,908.252483142,918.408342719,911.85539195,1091062.67713,2018,5,26
919.037767661,934.507431594,910.791242389,922.847864442,909.293836815,1087951.86115,2018,5,27
922.207870444,929.631409989,911.213244418,916.83961624,910.959439951,1105265.21322,2018,5,28
920.928320735,928.367197145,902.508211705,916.35935846,912.767801111,1078603.43365,2018,5,29
924.818075294,929.743221502,910.673118979,921.71599596,916.392796685,1091255.81601,2018,5,30
