Date,Open,High,Low,Close,Adj Close,Volume
4/4/2013,185.227005,186,182.291,183.417999,131.441833,18866172
4/5/2013,183.417999,183.417999,179.091003,181.481995,130.054443,28818724
4/8/2013,180.854996,182.744995,179.509003,179.835999,128.874863,12105429
4/9/2013,181.190994,185.408997,178.764008,180.009003,128.99884,20901188
4/10/2013,181.373001,183.145004,178.490997,182.600006,130.855637,22694012
4/11/2013,186.345001,190.727005,186.227005,189.126999,135.533035,30178715
4/12/2013,187.473007,191.072998,186.600006,190.063995,136.204514,11153571
4/15/2013,188.636002,194.345001,187.544998,190.382004,136.432419,20935976
4/16/2013,190,197.272995,189.891006,196.164001,140.575928,31681606
4/17/2013,196.563995,202.100006,196.563995,199.572998,143.01889,26780105
4/18/2013,196.727005,204.945007,196.727005,204.117996,146.275955,20986466
4/22/2013,204.117996,210.854996,202.990997,208.809006,149.637634,19837164
4/23/2013,209.091003,211.800003,204.481995,211.145004,151.311691,22457716
4/25/2013,211.145004,216,211.145004,214.063995,153.403503,34175350
4/26/2013,213.182007,216.145004,204.544998,208.091003,149.123108,38868885
4/29/2013,209.108994,210.908997,206.091003,209.673004,150.256805,12108723
4/30/2013,210.455002,213.091003,207.654999,211.572998,151.618393,16337541
5/2/2013,211.572998,215.817993,210.908997,213.035995,152.666824,15253200
5/3/2013,212.300003,212.727005,203.981995,205.445007,147.226898,21828450
5/6/2013,205,208.908997,201.682007,207.755005,148.882309,13608062
5/7/2013,207.817993,213.091003,207.636002,211.626999,151.657104,16100205
5/8/2013,212.727005,213.781998,208.291,210.535995,150.875244,13112506
5/9/2013,210.908997,211.845001,207.964005,209.572998,150.185135,8672928
5/10/2013,209.636002,212.709,209.154999,211.882004,151.839828,10691846
5/13/2013,211.091003,213.908997,208.227005,208.873001,149.683487,10484056
5/14/2013,209.636002,212.100006,207.617996,208.626999,149.507202,11398414
5/15/2013,209.626999,217.964005,209.455002,216.591003,155.214417,19773430
5/16/2013,215.455002,221.636002,215.417999,219.544998,157.331329,16552888
